time,text,user,followers,city,country
16:32:16,Hope everyone got what they wanted #RSD17,JoeDonovan92,7400,Indio,United States
16:32:47,Gibt es irgendwelche #RSD17 Releases die man dringend benötigt?,Beele,846,San Diego,Vereinigte Staaten
16:32:50,Now bought Best of The Cure...doh...no food til payday now...#RSD17,SuDempster,347,Deal,United Kingdom
16:33:38,Happy Earth Day Science March and Record Store Day as it takes science to make records. #RSD17 #sciencemarch https://t.co/qOFQo4hb0i,shaunosullivan,4874,Oakland,United States
16:33:50,Dude in line is way to excited about that Star Wars Crosley #RSD17,kylew_atx,190,Round Rock,United States
16:37:00,Ted Wulfers is warming up for a noon first pitch!! #Cubs #rsd17 https://t.co/7Nmv2kF09C,lauriespos,2903,Chicago,United States
16:37:02,Vangst van de dag op #rsd17 😂 https://t.co/earsw6jsUy,PeterVGre,774,Zoetermeer,Nederland
16:37:13,Another satisfied customer. #radioactiverecords #rsd17 @ Radio-Active Records https://t.co/Dk8YRPZlDa,radioactiverecs,3735,Fort Lauderdale,United States
16:37:26,Happy #RSD17 from Zia &amp; @U2! https://t.co/KtZledobSN,ZiaRecords,14187,Phoenix,United States
16:38:00,Didn't go for #RSD17 today because pay day isn't here yet but I am listening to the brilliant @kevinmorby album on vinyl if that counts,ForTheRabbits,1481,Ilford,United Kingdom
16:38:05,SOMEONE FIND IT PLS https://t.co/OIGX4UwanF,JacobDerwin,671,North Merrick,United States
16:38:41,Coming up in 10 chatting with Mark from @DrDiscHamilton about #RSD17 in #HamOnt on 107.9 FM @Y108Rocks,ashleystennett1,863,Calgary,Canada
16:39:33,Record Store Day 2017 • #rsd2017 #rsd17 #recordstoreday #electricfetus @ Electric Fetus  Duluth https://t.co/vqZ6j34CzT,BradStatusfear,627,Duluth,United States
16:40:26,Figuring out how to hookup my record player to a Prius so we have tunes at the Science March. Busy day. #RSD17… https://t.co/v9r3tSotFG,Ragualicious,336,Tampa,United States
16:40:37,Record Store Day 2017! #rsd #rsd17 #rsd2017 #recordstoreday #recordstoreday2017 @ Siren Records https://t.co/8LlgoLxCa1,sirenrecords,2145,Doylestown,United States
16:40:48,"Stop 5. #rsd17 (@ Rotate This in Toronto, ON) https://t.co/j83DRnYqor https://t.co/FuB5ibSB5P",photojunkie,7914,Toronto,Canada
16:40:51,Good news for Marlbs. https://t.co/LJv3bhPXWU,W_Foot,477,Wandsworth,United Kingdom
16:41:03,@wttsfm #RSD17 I got to see U2 on the Joshua Tree tour 30 years ago. https://t.co/syQ6nt9pjq,shellygr8,264,Indiana,United States
16:41:18,Go say hello to @radioboise on the sidewalk and learn about their current Spring Radiothon fund drive. Thank you KR… https://t.co/mIsRvnYBg9,RecordExchange,4605,Boise,United States
16:42:32,The incredible BOWPROMO LP from today's #rsd17 haul. Worth every penny. #vinyl #residentmusic… https://t.co/nidoPIic2V,kristanreed,2002,Brighton,United Kingdom
16:42:47,She got it all!! #RecordStoreDay2017 #recordstoreday #rsd17 #RSD #sunnydayrealestate @ Twist &amp;… https://t.co/isljYWO3J4,twistDenver,12842,Denver,United States
16:42:49,"Also, anyone have success with flattening warped #vinyl? Would love some #tips &amp; techniques that would minimize risk of damage. #RSD17",melissa_do,99,Brooklyn,Etats-Unis
16:43:18,Here is a trippy post for #RSD17 in which you can see my reflection on some nice wax @moeperiod https://t.co/CjJhWyCA3m,Donald_Booker,556,Portland,United States
16:43:44,Yeah I'm jazzed up on caffeine and records now. Go get some. https://t.co/4cxHTufA1A,andeewells,1208,Cleveland,United States
16:44:08,Picking up that @seanonolennon/ #lesclaypool #RSD17 vinyl at Zia! https://t.co/VUKNN1KUuN,ZiaRecords,14187,Phoenix,United States
16:44:19,#rsd17 https://t.co/ec1hLaf8V4,chrysics,136,Hamburg,Germany
16:44:25,¡Cáiganle a @Revancha_DF ! Hay sorpresas #RSDMX #RSD17 🤗 https://t.co/5U2VGJuZP1,Ibero909FM,509128,Cuauhtémoc,México
16:45:49,"@TGECharlotteAve has great digs &amp; no lines, plenty of room to browse, discount on used vinyls &amp; supplies. We love #RSD17 #RecordStoreDay",teacheronradio,581,Nashville,United States
16:46:25,Live music kicks off in 15 mins in @TheBasementNash DJ sets between bands inside @Grimeys the mayor is on at 12:30!… https://t.co/w8tjn1UjjU,Grimeys,56798,Nashville,United States
16:46:32,REWINDFind it...#RSD17 #SylvanEssoWhatNowhttps://t.co/hcx2h3rv7S https://t.co/yDeUUWWVdG,RustySutton,1126,Asheville,United States
16:47:10,Here’s some of the best shots of Levi’s from record stores nationwide. Badges for all. 🔥 #RSD17 @RSDUK… https://t.co/2NvU5oyurn,Levis_UK,23314,Palm Springs,United States
16:47:41,"#RSD17 😍🎶 (@ Fame Megastore in Amsterdam, Noord-Holland) https://t.co/y11nBa5Wiu",RvantHof,147,Amsterdam,Nederland
16:47:43,Really though someone go find it. https://t.co/7gpCLvf3mh,bnpowers8,289,Brooklyn,United States
16:49:20,First stop on our #RSD17 specialty beer bar crawl at @northsidetav Northside Tavern! Lemon Line Zen on tap.… https://t.co/Sz059Ge5Pm,rhinegeist,21331,Cincinnati,United States
16:49:24,T.Rex's 1971 classic Electric Warrior. Thought it was high time I owned this bad boy. #rsd17… https://t.co/YuH6KUbEUN,kristanreed,2002,Brighton,United Kingdom
16:50:09,Excellent choice https://t.co/IHWLJrdpm7,PopularSideZine,1327,Byker,United Kingdom
16:51:09,Thanks @GraywhaleSLC 4 having #StarWars40 Crosley turntable!⏺ @recordstoreday #gwrsd17 #rsd17 @HamillHimself… https://t.co/3gtDcXviG8,FireflyGeekGirl,152,Clearfield,United States
16:51:39,Support your local record stores! #recordstoreday #RSD17 #805 #SupportMusic salzersrecords @… https://t.co/pMzTwt7rUY,ManuelMenchaca,342,Ventura,United States
16:52:33,offspring #rsd2017 #rsd #rsd17 #recordstoreday #recordstoreday2017 @… https://t.co/HlxAaScxGA,BenjiTFU85,210,Wallingford,United Kingdom
16:52:42,"""Buy real records in real shops, or I'll come round your house and scream at your mother.” - Deep Purple's Ian Gillan for #RSD17",johnasher,8819,Louisville,United States
16:53:27,Dragged @A_M_Ollie_A around #Soho today in aid of #RSD17 #RecordStoreDay &amp; picked up these gems in the sun. Looking… https://t.co/5wrEOqoUtb,OllieCharles,2090,Tottenham,United Kingdom
16:53:53,happy record store day! #RSD17 #recordstoreday2017 #coheed #goodapollo https://t.co/cr2GEJy4cj,Ravi1978,1413,Brooklyn,United States
16:53:55,Today's excitement @flashbacklondon #Shoreditch #RSD17 https://t.co/h0A0KOpcQK,I_AM_MISTER_V,709,Poplar,United Kingdom
16:54:08,@bastilledan The lovely people at 'maidinvinyl' in Aberdeen helped me find the last one in stock! 😋 Excited to fina… https://t.co/io5hLKpiZL,BastilleeTaylor,1697,Scotland,United Kingdom
16:54:36,"Disgusts me that people are already selling #RSD17 releases online for extortionate prices, feel so sorry for real fans who missed out",genstrxnge,463,Stockport,United Kingdom
16:55:19,@bastilledan The lovely people at 'maidinvinyl' in Aberdeen helped me find the last one in stock! 😋 Excited to fina… https://t.co/3FoWTLxJAp,BastilleeTaylor,1697,Scotland,United Kingdom
16:57:03,Awesome morning for #RecordStoreDay. Long lines &amp; scored some fun stuff #RSD17 special @thebeatles @Old97s… https://t.co/lCQkjFMVSP,TravisTruitt,632,Chicago,United States
16:57:13,The award for best timely post on #RSD17 clearly goes to @NASAVoyager -well played indeed... https://t.co/jal1xby5iy,Duga34,230,Myrtle Beach,United States
16:57:38,"Celebrating #RSD17 with #titoshandmadevodka  #BloodyMary, a holiday appropriate sprinkle cookie… https://t.co/wfuaDFPkhE",TitosJosie,405,Boston,United States
16:57:49,@owljohn @FRabbits in Edinburgh at @VoxBoxMusic #RSD17,Neuraldance,80,Edinburgh,United Kingdom
16:57:52,Damn. Thought there wasn't anything I needed on #RSD17. I was wrong. https://t.co/Q4eZVa3bQO,ThomasLS,2477,Manhattan,United States
16:58:05,Lined up &amp; ready to go. #recordstoreday #rsd17 @ Beat Street Records https://t.co/D7JMiXsYpj,BEATSTREETrecs,2130,Vancouver,Canada
16:58:29,#RSD17 Apr 22: TODAY. It's Record Store Day once again @ Rock &amp; Soul - NYC! .All vinyl 45 DJ sets throughout the da… https://t.co/9DkpcT7fNw,ijolaf,521,Manhattan,United States
17:00:29,It's #recordstoreday so we thought we better crack on with our new one!! #sunsetsons #rsd17… https://t.co/BkeiaNoJJk,SunsetSons,17310,Capbreton,France
17:01:37,My big bro picked this up for me today 🤗💃🏼#RSD17 #Madonna https://t.co/io7Dy5amKW,Cat1977,491,Crawley,United Kingdom
17:01:39,Take my back to my glorious college days! 👌🏽 #RSD17 https://t.co/aqn5pCpHet,GDH415,192,San Francisco,United States
17:01:57,So my #RSD17 listening commences 👍#Stooges @TruckMusicStore https://t.co/4yckSEIGXj,RideTheNetwork,2807,Oxford,United Kingdom
17:02:05,Successful haul at @Assai_UK for #RSD17 https://t.co/PCmmBUXx8s,jonnyreed,498,Dundee,United Kingdom
17:02:06,"Thanks to @1234gorecordssf for a great #RSD17. Friendly staff and organized selection. My go-to store every year &amp; 1 of my faves, period. 😘",JingleBelleTime,365,1-2-3-4 Go! Records,United States
17:03:32,It's Record Store Day today! Check out our latest news article celebrating this great event https://t.co/jrweOwD9RO… https://t.co/SVGeTDXk4S,Rockarchive,1650,West Molesey,United Kingdom
17:04:12,Rough Trade East London #RSD17,BeautySocialCUK,77,Poplar,United Kingdom
17:04:19,Much 💖@babystew #rsd17 🍕 https://t.co/bu1pqKG9nU,lauriespos,2904,Chicago,United States
17:04:45,Rough Trade East #rsd17 https://t.co/OkAYvdlmsx,BeautySocialCUK,77,Poplar,United Kingdom
17:06:04,Chuffed with my #RSD17 haul from piccadillyrecords today. Let the fight for the turntable chez… https://t.co/1Xm7EmCD5V,rachelmanc,890,Manchester,United Kingdom
17:06:25,"Ladies &amp; gents, the tightest band in the land #TheGripsweats! Live in the Basement for #RSD17 https://t.co/kyD6NuFxsL",Grimeys,56800,Nashville,United States
17:06:49,"If you are in the market for the @PearlJam #RSD17 release, it's currently available here https://t.co/PXfjJuuQ9D",PJStatTracker,7215,Beverly Hills,United States
17:08:12,Droo's Peace Crush is on stage! #joseyrecords #instadfw #joseyrsd17 #rsd17 #recordstoreday… https://t.co/aExm1eK4TN,JoseyRecords,1989,Farmers Branch,United States
17:10:03,My first time experiencing #rsduk. So easy to spend a lot of money! Happy with my @katetempest purchase. #RSD17,RobThornley,128,Leighton Buzzard,United Kingdom
17:10:39,#RSD17 hashtag yup. https://t.co/fErOKCumWt,MegaKelseyM,1166,Webster Groves,United States
17:11:33,Passing on #RSD17 to #marchforscience. Because we need a planet on which to binge records. 🌏 #MadisonClimateMarch… https://t.co/t2sQ8TWAL6,knobs2eleven,89,Wisconsin,United States
17:11:52,Big shout out to #Vancouver record shops for keeping #RSD17 mellow and fun. Not an easy task!,vinylscrobbler,439,Vancouver,Canada
17:12:09,#RecordStoreDay #RSD17 https://t.co/sycRmLuXgv,CCYurko,220,Ottawa,Canada
17:12:18,Happy #RSD17 to me https://t.co/DJ1NgILgQJ,KaptainKosherT,8496,Marietta,United States
17:12:35,That's a happy @fleetwoodmac @StevieNicks fan on #RSD17! https://t.co/PSCMdr5BfO,ZiaRecords,14190,Phoenix,United States
17:12:56,I might sell all mine before this fad ends. https://t.co/QuEp6Cy9Yl,WubeyOneKenobi,3456,Glossop,United Kingdom
17:12:59,Record Store Day haul #RecordStoreDay #RSD17 #recordstoreday2017 https://t.co/7Fk3Az2XB5,XRayLexx,118,Welton,United Kingdom
17:13:05,Waited in line for 2 hours at @Grimeys for a copy of the 10th anniversary #RSD17 with @brothersosborne and they were gone. UGH,BrosFanKatie,47,Nashville,United States
17:13:43,My catch of the day. #RSD #RecordStoreDay #RSD17 @ The LP Café https://t.co/xLiMQcypRp,ThePsychomodo69,249,Watford,United Kingdom
17:14:17,#PiecesOfVinyl https://t.co/7kIEBVp9OT,stefaniereines,1710,Santa Clarita,United States
17:14:36,Just a lil reminder: we got great stuff in our pre-owned bins! #RSD17 https://t.co/9V18Ln0oFq,ZiaRecords,14190,Phoenix,United States
17:14:41,@965TheBuzz @buzz_family @Tyjames989 @nivens What it looked like @BrothersMusicKC this morning for @recordstoreday… https://t.co/DCIaPRqvHg,Joel311Bandit,1086,Mission,United States
17:15:24,Ruim 100 bezoekers bij optreden Lucas Hamming tijdens record store day in #Gouda #rsd17 #3fm https://t.co/Avjgpca2t5,RaymondAarsman1,1421,Gouda,Nederland
17:16:09,Free beer and The Head and the Heart record store day exclusive LP? Don't mind if I do! #RSD17 https://t.co/x5Ov1Eor7T,Connor_Anderson,686,Guestroom Records,United States
17:16:33,Did I mention Records Store Day? OK I'm done......#rsd17 #rsd2017 #rsd #recordstoreday… https://t.co/FV11c9O1E8,lukebaxstar,365,London,United Kingdom
17:18:19,The Roy Lichtenstein inspired artwork on the fold-out cover of the @RSDUK #RSD17 @LuakaBop William Onyeabor (RIP) t… https://t.co/zzbuP5XFFc,rollin_tim,155,Southwell,United Kingdom
17:18:34,"#recordstoreday più ridotto del solito,ma va bene così #rsd17 #thegunclub #gunclub… https://t.co/PCqynHtwYO",gigi_salford,974,Milano,Italia
17:19:16,Keep the dream alive #recordstoreday #rsd17 @ The Last Bookstore https://t.co/D10mxwLauX,airzaire,388,Los Angeles,United States
17:20:39,Doesn't take long for the #RSD17 vultures to hit @eBay - as bad as touts! https://t.co/SQGABLBEv2,aberquine,565,Edinburgh,United Kingdom
17:21:54,Happy RSD17 Record Store Day This might be my most rare record: K.O.B.E https://t.co/O2wpETKUzD,mpinos_mour,30,Ελλάς,Ελλάς
17:22:29,"Ted Wulfers finishing up, Phil Angotti covering The Kinks are the Village Green Preservation Society is next! #RSD17",lauriespos,2904,Chicago,United States
17:23:06,Absolutely beautiful day in Bristol to be listening to the new @gorillaz album ahead of Friday's release (on #RSD17… https://t.co/AnE7EQ684W,ackarackackacka,204,Castle Park,United Kingdom
17:23:36,The Wax - Don't Belong RSD17Clear/White@ultralocalrec@rsd_spain @ Ultra-Local Records https://t.co/NThlMxnk3g,meabdala,145,Barcelona,España
17:23:37,Support local business today &amp; grab some records! Happy #RSD17 🤘🏼,MillennialNoise,28,Boston,United States
17:23:54,#RSD17 anyone get a copy with @brothersosborne on it they are willing to part with??? 😔 I really wanted one https://t.co/LymX2btnjg,BrosFanKatie,47,Nashville,United States
17:24:36,Picked up the important stuff for #RSD2017 #RSD17 #recordstoreday2017 https://t.co/odMleR6lVK,JJ_Bag_O_Donuts,99,Amherst,United States
17:25:38,#RSD17 is for the children! Come get free balloons while they last! #ziarecords https://t.co/czTi8o9RoL,ZiaRecords,14191,Phoenix,United States
17:27:23,"Weerzien met een oude bekende (band) tijdens #RSD17 in #Amersfoort; The Paladins!👌En vooruit, Jett Rebel en Blaudzu… https://t.co/ZEfk9PtJdy",BoswachterBert,1385,Stichtse Vecht,Nederland
17:27:50,Just a taste of what I picked up at Lavender Vinyl for #RSD17! #vinyl https://t.co/w3D5RIlOnZ,TWilliamGooch,335,Lavender Vinyl,United States
17:29:56,I woke up at 6 AM and drove 2 hours to pick up this fucking bag and I don't regret a thing. #RSD17 @runjewels… https://t.co/bS0KF5kwtk,_JoeSway,428,Marble Falls,United States
17:31:39,#RSD17 was a success! I was @Hivoltagerecord 3 hours early &amp; 1 of the 1st 10 in the store. Ran out of $$ before I r… https://t.co/NItSJKLSdR,semiabstract,68,Tacoma,United States
17:32:04,"#RSD17 is going to the dogs! 🐶 Swing by Zia to donate to animal rescues in Phoenix, Tucson &amp; Vegas! https://t.co/q3Kxq4qZjB",ZiaRecords,14191,Phoenix,United States
17:34:03,@thethirdumpire Any #RSD17 purchases or signings?,Content_Addy,1533,Esher,United Kingdom
17:34:06,Peak #RSD17 https://t.co/4hWisYcCYE,SteveYaeger,352,Minneapolis,United States
17:34:45,A Back To Basics and Madonna Vinyl ❤#RSD17 https://t.co/D1vVaDRhGh,jesusbronze,363,Chihuahua,Mexico
17:35:26,Thanks for coming down! i trust they looked after you. https://t.co/AKPe90mLEG,AssaiKeith,245,Dundee,United Kingdom
17:35:33,"Perhaps, Corbyn didn't know today was RSD17, but he missed an opportunity to connect with people, as they queued to buy their music.",Scubeedo,317,West Bromwich,United Kingdom
17:36:02,We don't hear busking music like this every day. Phantahex getting spacey on the sidewalk for #rsd17. #phantahex… https://t.co/PjNtphPfbS,RecordExchange,4605,Boise,United States
17:38:47,Show us your finds. Tag #radioactiverecords &amp; #rsd17 with your shots. @ Radio-Active Records https://t.co/rLbPmyFz8h,radioactiverecs,3735,Fort Lauderdale,United States
17:38:55,It's #RecordStoreDay #RSD17 ... Get out and show some love ❤️ #ATL #atlanta#Repost… https://t.co/QYkr2bqDMc,charlesepotts,1072,Atlanta,United States
17:38:58,Landon got his! Nice haul!#RSD #rsd17 #recordstoreday #RecordStoreDay2017 @ Twist &amp; Shout Records https://t.co/AKwewKZ2y6,twistDenver,12842,Denver,United States
17:39:02,Swag from @DrDiscHamilton on Record Store Day! #RSD17 #HamOnt https://t.co/EkxynwVA59,TheGeneratorCa,4899,Dr. Disc,Canada
17:39:53,Come on down to @recordstoreday  @BeachlandCLE &amp; grab Wax Mage Recs!!  @bummedoutcle &amp; @Forager_Music 3p-6p!!… https://t.co/kDT02tsvai,BeachlandCLE,11758,Cleveland,United States
17:40:00,The raffle is beginning!!! #RSD17 https://t.co/mRvzKHlcbq,residentmusic,14206,Brighton,United Kingdom
17:41:36,#rsd17#bladerunner#ost#vangelis https://t.co/siRVrooavX,viewblaster,469,Deinze,Belgium
17:42:16,"@u2songs just brought mine home to Elmwood Park, NJ! #U2RHMTMap #RSD17 #u2 #U2TheJoshuaTree2017 @U2 @U2Community https://t.co/RoVSDhKDjt",PBruBiz,13,Music Connection,United States
17:42:40,"""Yes... Yes... buy all the records!!!"" #rsd17 @ Radio-Active Records https://t.co/Fhf6EsLofr",Digital_Cypher,225,Fort Lauderdale,United States
17:43:49,#RSD17 https://t.co/vdUmLjNKgd,mrsdrking,183,Richfield,United States
17:44:12,@GilbertOSull_ great seeing you today @RoughTrade #RSD17 https://t.co/jr7sigSuS3,cookiecookie1,153,Lambeth,United Kingdom
17:45:47,Great fun being in Edinburgh for #RSD17 https://t.co/K7Rg0RS41t,Gennarocastaldo,995,Edinburgh,United Kingdom
17:46:14,Thanks to all of our regular and new #vinyl buyers that came to enjoy #RSD17 with us @Spinning_Discs #Sheffield! https://t.co/frGRDrvpSp,Spinning_Discs,986,Sheffield,United Kingdom
17:47:36,My Saturday in Edinburgh #pop2017 #marchforscience #AyeForSci #RSD17 #pint https://t.co/fUXZbnaQhm,andyheald,5167,Edinburgh,United Kingdom
17:48:58,Recording the #Podcast live-to-tape at the @420fest in @centennial_park @Cityofatlanta. #420Fest #420 #EarthDay… https://t.co/Nc3pqVeyAi,StoneOnAir,1161,Atlanta,United States
17:49:56,#RSD17 stop five? #flashlightvinyl https://t.co/q5zIs87Pho,AnnT,1132,Minneapolis,United States
17:52:01,Today I picked up a couple of nice #vinyl -  something old and something new - nothing was overpriced! #RSD17 https://t.co/iNbjVEs6Na,LeftOfNever,942,Fareham,United Kingdom
17:52:14,Hoy a @DiscosMono para celebrar #RecordStoreDay con buena música y mezcal. De paso pueden comprar su LP de @LOWROAR. #RSD17,PYLRecords,1223,Ocoyoacac,México
17:52:26,@bastilledan Are you guys planning to play #comfortofstrangers during festival season? Maybe? 👀 #RSD17,BastilleeTaylor,1696,Scotland,United Kingdom
17:52:41,#RSD17 Got everything we wanted! https://t.co/NaYsDp7sIK,dweezymike,37,Waiting Room Records,United States
17:53:26,Come adopt this doggo at Zia Thunderbird! We're out here with puppers &amp; @aawlphx! #RSD17 #ziarecords https://t.co/WREdlqWYNw,ZiaRecords,14191,Phoenix,United States
17:54:08,First few bits to go at the raffle... #rsd17 https://t.co/RAvu8sjS5b,residentmusic,14206,Brighton,United Kingdom
17:54:47,Buenaza la transmicion del @RSD_MEX  con @DaniielaGal por @Ibero909FM . #RSD17,vil_val,448,Benito Juárez,Mexico
17:55:08,#RSD17 FLAWLESS VICTORY https://t.co/QCpnWKAPh0,dweezymike,37,Illinois,United States
17:55:53,#RecordStoreDay is tight. It's also a sham. But it's one of my favorite days of the year. Essp since I bought records way before 2014 #RSD17,TMS2787,482,Akron,United States
17:55:53,I felt wrong not mentioning #RSD17 #RecordStoreDay. Kinda,RedHairRecords,140,Manhattan,United States
17:56:56,#RSD17 #RecordStoreDay scores via @grimeys #Nashville #vinyl #RTJ @ Grimey's New &amp; Preloved Music https://t.co/x6aZyrrGhx,C_G_Hearn,804,Nashville,United States
17:58:12,Who's buying these special Record Store Day editions of Keane records? #RSD17,stugone,796,Edinburgh,United Kingdom
17:58:15,"Today's haul. Stuff on the left is RSD stuff. Stuff on the right is stuff I found. Now, it's time to spin these thi… https://t.co/1lWE9qK4Uk",tommyburton75,99,Laurel Park,United States
17:58:33,Mistaken identity I fear. https://t.co/07WeWkJPCV,FranMacdonald,6521,Glasgow,United Kingdom
17:59:11,If all the eBay flippers stayed away from #RSD17 honest vinyl lovers might have a chance of getting the ones they want. Just saying,theStrandy,113,Saint Albans,United Kingdom
18:00:18,Record Store Day 2017. Mostly Prince 💜 #rsd17  #vinyl #vinyladdict #music #pinwheelrecords @… https://t.co/EVLk7JQ5lC,susyrat,735,Chicago,United States
18:00:18,Heading to store four trying to find three more. #RSD17,HobbitFromPA,1014,Tempe,United States
18:00:58,"How are you gonna be listed under ""Participating Stores"" and not get any #RSD17 product. Like, at all? Bust at @VacationVinyl today.",Krownz,1503,Los Angeles,United States
18:01:48,"How are you gonna be listed under ""Participating Stores"" and not get any #RSD17 product. Like, at all? Bust at @VacationVinyl today.",Krownz,1503,Vacation Vinyl,United States
18:02:28,Soundtrack and score. Hashtag score. #RSD17 https://t.co/QuuStwXsbK,MegaKelseyM,1166,Webster Groves,United States
18:03:04,#RSD17 https://t.co/ZAV2hfUbNg,CynthMusic,113,Seattle,United States
18:03:53,Amelia here is now subscribed to the amazing Too Pure singles club! Perfect reward for getting here at 4:30 this mo… https://t.co/8V7XcyfLgM,residentmusic,14204,Brighton,United Kingdom
18:03:57,Picked up these beauty's thanks to #RSD17 @FeederHQ @Thrice https://t.co/95VbCdbP7N,mattgs,302,Raunds,United Kingdom
18:05:23,".@theericschuman @wxpnfm how about some @luna_theband ""Moon Palace"" in honor of their #RSD17 #Penthouse release? #bestalbumsofalltime",lalalandstudios,221,Philadelphia,United States
18:05:54,It's #RecordStoreDay #RSD17atl #RSD17 with @awkopotts @criminalrecords #ATL #l5p @ Criminal… https://t.co/aPFlOza9zX,charlesepotts,1072,Atlanta,United States
18:06:12,#RSD17 #recordstoreday2017 @recordarchive @fickledino https://t.co/tZYpd74Gu6,kribbit,624,New York,United States
18:06:22,Support your local record store 🌞😎🎧👍🏻#recordstoreday #RSD17 #vinyl #vinyllove #vinyligclub… https://t.co/bzSP5n1SQc,FlightofSpoons,259,West Des Moines,United States
18:06:29,#RSD17 was a success! Great job by @ParkAveCDs in #Orlando. https://t.co/wySZuE8XI0,jfd06,191,Park Ave CDs,United States
18:07:48,Phil Angotti on now! #RSD17 https://t.co/qHXZVW4Pip,lauriespos,2905,Chicago,United States
18:09:24,#RSD17 was a success! Great job by @ParkAveCDs in #Orlando. https://t.co/47OKeJwnaN,jfd06,191,Park Ave CDs,United States
18:10:22,"happy #RSD17 in #Ottawa @Therecordcentre - the store &amp; the buzz, the loot, and the @transcriptors #Turntable https://t.co/S1BsFvLn2w",azpavlovic,378,Val-des-Monts,Canada
18:10:46,#RSD17 sucks when there isn't a record store close to you🙄,Sperlmutter53,857,Boone,United States
18:12:10,@longlive_vinyl picked up a mint copy of this today for £25 - my #RSD17 highlight https://t.co/nkYcbqPP5k,LeftOfNever,942,Fareham,United Kingdom
18:12:29,Happy Record Store Day 2017 from @katenash and I! Managed to get the ones I wanted 💪🏻 #RSD17 @… https://t.co/RWLWKTZjoq,daveygranger,986,Greenwich,United Kingdom
18:12:39,Lumberjack Skillet up next! 🔥#RSD17 https://t.co/JVj4bIXwEV,flipbin2000,834,The Original Alps,United States
18:13:56,Any of my friends pick up the @JasonIsbell EP?  Nice little document of songs I've seen him slay live over the last five years or so #RSD17,Milwaukeezack,546,Milwaukee,United States
18:14:39,#RSD17 the haul this year https://t.co/gvu4nVuSoF,geisenring,33,Rapperswil-Jona,Switzerland
18:15:24,Richard Edwards is making a statement @LUNAmusic this #RSD17      Excellent performance so far.,IndyMcGrath,1235,Indianapolis IN,United States
18:15:34,"Docenas de eventos especiales, 15 tiendas, miles de canciones. Disfruten del #RSD17 Transmición especial en… https://t.co/Ugne9dokoK",vil_val,448,Coyoacán,Mexico
18:15:51,"Wild scenes today as Ebay breaks under the weight of newly-uploaded Record ""Store"" Day purchases/investments. #RSD17",darren_beach,412,Tottenham,United Kingdom
18:16:03,#RSD17 after gig session. https://t.co/IkKkhSt1vT,dubhead77,1488,Carlisle,United Kingdom
18:16:05,Best find at #RSD17 : the #WatchDogs2 OST by @HudMo ! ❤️ https://t.co/i4sf0nkZ1U,4xac,187,Hillingdon,United Kingdom
18:16:06,I'm at record store day with @mbonomo13 and nobody does it better than @recordarchive 😎🤗#recordstoreday2017 #recordarchive #RSD17,ohheeyy,518,Record Archive,United States
18:16:22,#RSD17 stop six #Hymiesrecords https://t.co/jTxTqz76Dy,AnnT,1132,Minneapolis,United States
18:16:24,Just been to @TruckMusicStore to get my #EltonJohn #RSD17 limited release 17-11-70+ Album #LoveElton… https://t.co/Bci6t8ZoOl,sirpeter,162,Oxford,United Kingdom
18:16:27,💃🏻🙋🏽 #radioactiverecords #rsd17 @ Radio-Active Records https://t.co/AHixbGeVbF,radioactiverecs,3735,Fort Lauderdale,United States
18:16:51,This is our sweet buddy Frank! He rules! He's grabbing the Vic Chesnutt ##RSD17 LP via @newwestrecords! https://t.co/xMuKcRfBiv,ZiaRecords,14192,Phoenix,United States
18:18:09,A true @recordstoreday lifer! She's been to all 10 years! #RSD17 #ziarecords https://t.co/T6IXOQd6P2,ZiaRecords,14192,Phoenix,United States
18:18:12,#RecordStoreDay #RSD17 https://t.co/I9Ga7ZmoRU,andreaelvir7,336,Arkansas,United States
18:18:23,Happy #RSD17   @jaketravis69 @Guestroom https://t.co/QKUDHROYoT,goateegolferMT,13,Oklahoma City,United States
18:18:47,cannot undo seeing @transcriptors tt at @Therecordcentre &amp; thinking of my namesake and his droogs from… https://t.co/Fe4KJ1QvkM,azpavlovic,378,Val-des-Monts,Canada
18:19:06,"Quick recap of our #floppydiscs: Never Mind The Bobbins, Unknown Treasures, Dark Side Of The Rainbow &amp; Biccy Finger… https://t.co/tzx95DCBuG",QuietBritAcc,1517,East,United Kingdom
18:19:36,Happy #NationalRecordStoreDay! #RSD17 #EricChurch #ShopLocal https://t.co/C8DQoFRKEC,ellie_hicks4,302,Florence,United States
18:21:21,"@CraigatCoF Bagged a Greatest Hits, missed out on an Acoustic Hits. A Record Store Day of two halves. #RSD17 https://t.co/bEyplQzxK2",Martin_OGorman,594,Kingston upon Thames,United Kingdom
18:21:24,Ran out of letters #RSD17 https://t.co/5R5Jl6Rhjz,doubleshiny,1345,Runcorn,United Kingdom
18:23:34,Little man back downtown after an overwhelming trip to Broad Ripple for #RSD17 https://t.co/mRfPfWiU94,jacqsays,3011,Indiana Statehouse,United States
18:25:39,"Yay! Cool, clear vinyl. #RSD17 @drivebytruckers 7 live tracks at Electric Lady (5 from newest LP) &amp; download code.… https://t.co/fGOxajmQKz",Weekend_Willie,189,Burlington,United States
18:25:43,#RSD17 https://t.co/O9DFl20Phn,SteveYaeger,352,Minneapolis,United States
